Number,OPID,CPY ID,Company,Opportunity,Creation Date,Project,Owner,Lead,Active / Paused / Closed,Progress,Reason,Closing,Value,Revenue Type,TCV,Notes,Pain,Economic Buyer,Champion,Decision Criteria,Decision Process,Drive,Closing Probability,Average of Time invested,Last Task,Active Follow Up Task?,CF * Probability,Scenarios,Month,Data Origin,Data Cluster,Time Spend on OPID,Value / h,Earlist OPID Closing Date,Exclude before 2020,Exclude before 20202,Quarter,Cashflow Plan per Quarter,Cashflow Plan per Quarter by Owner,Number of Opportunities per Quarter per Owner,Cashflow Plan by Owner,OPID Stage,Reporting Cluster,Revenue Type Name,TCV (Actual),TCV (Forecast) Type,Data Origin2,Remove (-1),Creation Date_Year-Week,RevenueCurrency,RevenueCurrencySymbol,ClosingDateWorking,CreationDateWorking
331,OPID331,CPY8255694,"Chongqing Longwan Sanwei Additive Technology Co., Ltd",Material Validation (Catchall for indirect sales),30 Jun 2020,Material Validation,Yiyi Lin,Inbound | Partner,Active,3) Project Evaluation,E) no priority,"Thursday, 30 June 2022"," 5,000.00 € ",,,,2,2,3,,3,2,60%,#REF!,#REF!,," 3,000.00 € ",50%-75%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",3,#N/A,#N/A,5000,,Forecast,Unhide,2020-27,Euros,€,2022-06-30,2020-06-30
332,OPID332,CPY8255720,Ekaterina Savosina,Lattice for Footwear,,Footwear,Sherman Lim,Outreach | Cold,Closed,3) Project Evaluation,A) no strategic match,," 1,000.00 € ",,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,3,#N/A,#N/A,1000,,Forecast,Unhide,1900-52,Euros,€,,
333,OPID333,CPY8255723,Philippe Leonardus Petrus Holthuizen,Lattice for Footwear,,Footwear,Sherman Lim,Outreach | Cold,Closed,5) Pilot,A) no strategic match,," 7,000.00 € ",,,,2,1,,1,,2,30%,#REF!,#REF!,," 2,100.00 € ",25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,5,#N/A,#N/A,7000,,Forecast,Unhide,1900-52,Euros,€,,
335,OPID335,CPY8255730,Martin Francis-Bates,Hyperganic Emboss & Lattice,,Footwear,Sherman Lim,Outreach | Cold,Closed,3) Project Evaluation,B) no budget / resources,," 1,092.40 € ", ARR ,,,3,2,3,1,1,2,60%,#REF!,#REF!,, 655.44 € ,50%-75%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,3,1 - Revenue,ARR,1092.4,,Forecast,Unhide,1900-52,Euros,€,,
336,OPID336,CPY8255731,"STEPHANIE HOWARD, LLC",Hyperganic Emboss & Lattice,,Footwear,Sherman Lim,Outreach | Cold,Closed,3) Project Evaluation,M) waiting for completion of other project,"Wednesday, 20 April 2022"," 5,000.00 € ", ARR ,,,3,2,3,2,2,2,70%,#REF!,#REF!,," 3,500.00 € ",50%-75%,44652,Forecast,Revenue,#REF!,  ,"Wednesday, 20 April 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",3,1 - Revenue,ARR,5000,,Forecast,Unhide,1900-52,Euros,€,2022-04-20,
337,OPID337,CPY825844,Festo AG & Co. KG,Compressor Cooling,,Discovery,Markus Finke,Recurring Customer,Paused,4) Project Definition,C) no progress,"Tuesday, 30 November 2021"," 7,000.00 € ",,,,3,1,3,1,1,4,65%,#REF!,#REF!,," 4,550.00 € ",50%-75%,44501,Forecast,Revenue,#REF!,  ,"Tuesday, 30 November 2021",> 2020,,2021-Q4,"250,000 €","175,000 €",10,"17,500 €",4,#N/A,#N/A,7000,,Forecast,Unhide,1900-52,Euros,€,2021-11-30,
338,OPID338,CPY8255769,Daniel Dance,Hyperganic Emboss & Lattice,,Footwear,Sherman Lim,Outreach | Cold,Closed,5) Pilot,L) waiting for business case,"Wednesday, 15 December 2021"," 1,000.00 € ",,,,4,1,3,1,1,2,60%,#REF!,#REF!,, 600.00 € ,50%-75%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 15 December 2021",> 2020,,2021-Q4,"250,000 €","25,000 €",9,"2,778 €",5,#N/A,#N/A,1000,,Forecast,Unhide,1900-52,Euros,€,2021-12-15,
339,OPID339,CPY8255768,ALCUDIA DESIGN SLU,Hyperganic Emboss & Lattice,,Footwear,Sherman Lim,Outreach | Cold,Paused,3) Project Evaluation,E) no priority,"Wednesday, 20 April 2022"," 7,000.00 € ", ARR ,,,2,1,,1,1,2,35%,#REF!,#REF!,," 2,450.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Wednesday, 20 April 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",3,1 - Revenue,ARR,7000,,Forecast,Unhide,1900-52,Euros,€,2022-04-20,
340,OPID340,CPY8255760,FERNANDO LERATE MEDINA,Hyperganic Emboss & Lattice,,Footwear,Sherman Lim,Outreach | Cold,Closed,3) Project Evaluation,A) no strategic match,"Wednesday, 1 December 2021"," 1,000.00 € ",,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 1 December 2021",> 2020,,2021-Q4,"250,000 €","25,000 €",9,"2,778 €",3,#N/A,#N/A,1000,,Forecast,Unhide,1900-52,Euros,€,2021-12-01,
341,OPID341,CPY82585,Markforged Inc.,Project Blacksmith: Scan to Print Correction ,,Discovery,Markus Finke,,Paused,3) Project Evaluation,A) no strategic match,"Tuesday, 1 June 2021"," 20,000.00 € ",,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44348,Forecast,Revenue,#REF!,  ,"Tuesday, 1 June 2021",> 2020,,2021-Q2,"100,000 €","100,000 €",8,"12,500 €",3,#N/A,#N/A,20000,,Forecast,Unhide,1900-52,Euros,€,2021-06-01,
342,OPID342,CPY8255751,Edser Insoles S.L.,Insoles,01 Sep 2021,Insole,Abhishek Parekh,Outreach | Cold,Active,6) Negotiation,,"Monday, 28 February 2022"," 15,000.00 € ", ARR ,,,3,3,3,3,3,2,85%,#REF!,#REF!,," 12,750.00 € ",75%-99%,44593,Forecast,Revenue,#REF!,  ,"Monday, 28 February 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",6,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-35,Euros,€,2022-02-28,2021-09-01
343,OPID343,CPY8255754,T-Soles B.V.,Insoles,01 Aug 2021,Insole,Abhishek Parekh,Outreach | Cold,Paused,3) Project Evaluation,A) no strategic match,"Wednesday, 1 December 2021"," 10,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 1 December 2021",> 2020,,2021-Q4,"250,000 €","37,500 €",4,"9,375 €",3,1 - Revenue,ARR,10000,,Forecast,Unhide,2021-30,Euros,€,2021-12-01,2021-08-01
344,OPID344,CPY8255775,H&H Podotherapie B.V.,Insoles,01 Aug 2021,Insole,Abhishek Parekh,Outreach | Cold,Active,3) Project Evaluation,,"Thursday, 30 June 2022"," 25,000.00 € ", ARR ,,,,,,,,,10%,#REF!,#REF!,," 2,500.00 € ",<25%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",3,1 - Revenue,ARR,25000,,Forecast,Unhide,2021-30,Euros,€,2022-06-30,2021-08-01
345,OPID345,CPY8255737,RESA Pte Ltd,Insoles,15 Aug 2021,Insole,Abhishek Parekh,Outreach | Cold,Active,3) Project Evaluation,,"Thursday, 30 June 2022"," 25,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 6,250.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",3,1 - Revenue,ARR,25000,,Forecast,Unhide,2021-32,Euros,€,2022-06-30,2021-08-15
346,OPID346,CPY8255746,CuraFoot,Insoles,01 Aug 2021,Insole,Abhishek Parekh,Outreach | Cold,Active,3) Project Evaluation,,"Wednesday, 30 March 2022"," 15,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Wednesday, 30 March 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",3,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-30,Euros,€,2022-03-30,2021-08-01
347,OPID347,CPY8255806,PT. Panatrade Caraka,Hyperganic Emboss & Lattice,01 Sep 2021,Footwear,Sherman Lim,Outreach | Cold,Paused,5) Pilot,D) no technical match,"Wednesday, 1 June 2022"," 5,000.00 € ", ARR ,,,2,,,1,1,2,30%,#REF!,#REF!,," 1,500.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Wednesday, 1 June 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",5,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-35,Euros,€,2022-06-01,2021-09-01
348,OPID348,CPY8255988,Textile and Fashion Industry Training Centre Pte Ltd,Hyperganic Emboss & Lattice,01 Sep 2021,Footwear,Sherman Lim,Outreach | Cold,Active,3) Project Evaluation,,"Saturday, 30 April 2022"," 10,000.00 € ",,,,3,1,3,1,1,2,55%,#REF!,#REF!,," 5,500.00 € ",50%-75%,44652,Forecast,Revenue,#REF!,  ,"Saturday, 30 April 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",3,#N/A,#N/A,10000,,Forecast,Unhide,2021-35,Euros,€,2022-04-30,2021-09-01
349,OPID349,CPY8255998,Freckled Footwear Ltd.,Hyperganic Emboss & Lattice,01 Sep 2021,Footwear,Sherman Lim,Outreach | Cold,Paused,5) Pilot,,"Wednesday, 20 April 2022"," 5,000.00 € ", ARR ,,,2,1,,1,1,2,35%,#REF!,#REF!,," 1,750.00 € ",25%-50%,44652,Forecast,Revenue,#REF!,  ,"Wednesday, 20 April 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",5,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-35,Euros,€,2022-04-20,2021-09-01
350,OPID350,CPY8255732,SLM SOLUTIONS SINGAPORE PTE LTD,Development Partnership Agreement & Catchall,01 Jul 2021,Discovery,Sherman Lim,Outreach | Cold,Active,3) Project Evaluation,,"Friday, 1 April 2022"," 15,000.00 € ",,,,3,1,3,1,1,2,55%,#REF!,#REF!,," 8,250.00 € ",50%-75%,44652,Forecast,Revenue,#REF!,  ,"Friday, 1 April 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",3,#N/A,#N/A,15000,,Forecast,Unhide,2021-26,Euros,€,2022-04-01,2021-07-01
351,OPID351,CPY8255845,Sportmaster LLC,Hyperganic Emboss & Lattice,,Footwear,Sherman Lim,Outreach | Cold,Paused,5) Pilot,M) waiting for completion of other project,"Sunday, 15 May 2022"," 7,000.00 € ", ARR ,,,2,2,,1,1,,30%,#REF!,#REF!,," 2,100.00 € ",25%-50%,44682,Forecast,Revenue,#REF!,  ,"Sunday, 15 May 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",5,1 - Revenue,ARR,7000,,Forecast,Unhide,1900-52,Euros,€,2022-05-15,
353,OPID353,CPY8256028,Atom s.p.a,Hyperganic Emboss & boutique app,05 Oct 2021,Discovery,Joris Debo,Outreach | Cold,Active,3) Project Evaluation,,"Tuesday, 22 March 2022"," 15,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 22 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,3,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-40,Euros,€,2022-03-22,2021-10-05
354,OPID354,CPY8256005,CLO Virtual Fashion LLC,Hyperganic Emboss,,Discovery,Joris Debo,Outreach | Cold,Closed,3) Project Evaluation,,"Wednesday, 15 December 2021"," 5,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 15 December 2021",> 2020,,2021-Q4,"250,000 €",0 €,6,0 €,3,1 - Revenue,ARR,5000,,Forecast,Unhide,1900-52,Euros,€,2021-12-15,
355,OPID355,CPY8256058,SPANNRIT GmbH,Insoles,,Insole,Markus Finke,,Active,3) Project Evaluation,,"Tuesday, 15 March 2022"," 10,000.00 € ", ARR ,,,2,1,3,,,2,40%,#REF!,#REF!,," 4,000.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 15 March 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",3,1 - Revenue,ARR,10000,,Forecast,Unhide,1900-52,Euros,€,2022-03-15,
356,OPID356,CPY8256068,The Footsoldiers Design Consultancy Ltd.,Hyperganic Emboss & Lattice,,Footwear,Sherman Lim,Outreach | Cold,Closed,5) Pilot,A) no strategic match,"Wednesday, 15 December 2021"," 5,000.00 € ", ARR ,,,2,1,,1,1,2,35%,#REF!,#REF!,," 1,750.00 € ",25%-50%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 15 December 2021",> 2020,,2021-Q4,"250,000 €","25,000 €",9,"2,778 €",5,1 - Revenue,ARR,5000,,Forecast,Unhide,1900-52,Euros,€,2021-12-15,
357,OPID357,CPY8255846,Native Canada Footwear Ltd.,Hyperganic Emboss & Lattice,01 Sep 2021,Footwear,Sherman Lim,Outreach | Cold,Active,6) Negotiation,,,,,,,2,1,,1,1,2,35%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,6,#N/A,#N/A,0,,Forecast,Unhide,2021-35,,,,2021-09-01
358,OPID358,CPY8256080,"Personalized Kicks, Inc.",Hyperganic Emboss,01 Sep 2021,Footwear,Sherman Lim,Outreach | Cold,Paused,5) Pilot,,"Wednesday, 20 April 2022"," 5,000.00 € ", ARR ,,,4,1,3,1,1,4,70%,#REF!,#REF!,," 3,500.00 € ",50%-75%,44652,Forecast,Revenue,#REF!,  ,"Wednesday, 20 April 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",5,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-35,Euros,€,2022-04-20,2021-09-01
359,OPID359,CPY8256087,"KIK LABORATORY, LLC",Hyperganic Emboss & Lattice,01 Sep 2021,Footwear,Sherman Lim,Outreach | Cold,Paused,5) Pilot,,"Thursday, 20 January 2022"," 5,925.00 € ", ARR ,,,2,1,3,3,1,2,60%,#REF!,#REF!,," 3,555.00 € ",50%-75%,44562,Forecast,Revenue,#REF!,  ,"Thursday, 20 January 2022",> 2020,,2022-Q1,"200,000 €","20,000 €",9,"2,222 €",5,1 - Revenue,ARR,5925,,Forecast,Unhide,2021-35,Euros,€,2022-01-20,2021-09-01
360,OPID360,CPY8256091,Moncler S.p.A,Hyperganic Emboss & Lattice,,Footwear,Joris Debo,Outreach | Cold,Paused,3) Project Evaluation,G) no response / interest,"Friday, 10 December 2021"," 10,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44531,Forecast,Revenue,#REF!,  ,"Friday, 10 December 2021",> 2020,,2021-Q4,"250,000 €",0 €,6,0 €,3,1 - Revenue,ARR,10000,,Forecast,Unhide,1900-52,Euros,€,2021-12-10,
361,OPID361,CPY8256075,PT. Vita Nova Atletik,Hyperganic Emboss,01 Aug 2021,Footwear,Sherman Lim,Outreach | Cold,Closed,5) Pilot,,"Friday, 3 December 2021"," 5,000.00 € ", ARR ,,,2,2,3,1,1,2,55%,#REF!,#REF!,," 2,750.00 € ",50%-75%,44531,Forecast,Revenue,#REF!,  ,"Friday, 3 December 2021",> 2020,,2021-Q4,"250,000 €","25,000 €",9,"2,778 €",5,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-30,Euros,€,2021-12-03,2021-08-01
362,OPID362,CPY8256071,Royal Melbourne Institute of Technology,Hyperganic Emboss & Lattice,10 Sep 2021,Footwear,Sherman Lim,Outreach | Cold,Paused,3) Project Evaluation,,"Tuesday, 15 March 2022",,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 15 March 2022",> 2020,,2022-Q1,"200,000 €","20,000 €",9,"2,222 €",3,#N/A,#N/A,0,,Forecast,Unhide,2021-36,,,2022-03-15,2021-09-10
363,OPID363,CPY8256083,"DBS Clothing LTD,",Hyperganic Emboss & Lattice,21 Oct 2021,Footwear,Joris Debo,Outreach | Cold,Closed,3) Project Evaluation,E) no priority,"Friday, 10 December 2021"," 5,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44531,Forecast,Revenue,#REF!,  ,"Friday, 10 December 2021",> 2020,,2021-Q4,"250,000 €",0 €,6,0 €,3,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-42,Euros,€,2021-12-10,2021-10-21
364,OPID364,CPY8256077,Yalkut Defne,Hyperganic Emboss,,Footwear,Joris Debo,Outreach | Cold,Closed,3) Project Evaluation,B) no budget / resources,"Friday, 17 December 2021"," 1,500.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44531,Forecast,Revenue,#REF!,  ,"Friday, 17 December 2021",> 2020,,2021-Q4,"250,000 €",0 €,6,0 €,3,1 - Revenue,ARR,1500,,Forecast,Unhide,1900-52,Euros,€,2021-12-17,
365,OPID365,CPY8256086,"Suzhou Pollypolymer Technology Co., Ltd",Hyperganic Lattice,11 Nov 2021,Footwear,Sherman Lim,Outreach | Cold,Active,6) Negotiation,,"Tuesday, 15 March 2022"," 15,000.00 € ", ARR ,,,4,2,3,1,1,4,75%,#REF!,#REF!,," 11,250.00 € ",75%-99%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 15 March 2022",> 2020,,2022-Q1,"200,000 €","20,000 €",9,"2,222 €",6,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-45,Euros,€,2022-03-15,2021-11-11
366,OPID366,CPY8256092,CALZATURIFICIO BUTTERO S.r.l.,Hyperganic Emboss,,Footwear,Joris Debo,Outreach | Cold,Closed,2) First Contact,C) no progress,"Monday, 20 December 2021"," 5,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44531,Forecast,Revenue,#REF!,  ,"Monday, 20 December 2021",> 2020,,2021-Q4,"250,000 €",0 €,6,0 €,2,1 - Revenue,ARR,5000,,Forecast,Unhide,1900-52,Euros,€,2021-12-20,
367,OPID367,CPY8256069,Footwearology Lab S.A.,Hyperganic Emboss & Lattice,13 Oct 2021,Footwear,Joris Debo,Outreach | Cold,Active,3) Project Evaluation,,"Sunday, 20 March 2022"," 10,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44621,Forecast,Revenue,#REF!,  ,"Sunday, 20 March 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,3,1 - Revenue,ARR,10000,,Forecast,Unhide,2021-41,Euros,€,2022-03-20,2021-10-13
368,OPID368,CPY8255724,swissbiomechanics AG,Platform | Insole,20 Jul 2021,Orthotics,Markus Finke,Inbound | Partner,Active,6) Negotiation,,"Saturday, 12 February 2022"," 15,000.00 € ", ARR ,,,4,2,3,3,3,2,85%,#REF!,#REF!,," 12,750.00 € ",75%-99%,44593,Forecast,Revenue,#REF!,  ,"Saturday, 12 February 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",6,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-29,Euros,€,2022-02-12,2021-07-20
369,OPID369,CPY8255846,Native Canada Footwear Ltd.,Hyperganic Emboss & Lattice,01 Sep 2021,Footwear,Sherman Lim,Outreach | Cold,Paused,6) Negotiation,,"Tuesday, 15 March 2022"," 14,000.00 € ", ARR ,,,2,3,3,3,1,2,70%,#REF!,#REF!,," 9,800.00 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Tuesday, 15 March 2022",> 2020,,2022-Q1,"200,000 €","20,000 €",9,"2,222 €",6,1 - Revenue,ARR,14000,,Forecast,Unhide,2021-35,Euros,€,2022-03-15,2021-09-01
370,OPID370,CPY8255668,LaCoste,Hyperganic Emboss,22 Nov 2021,Footwear,Joris Debo,Outreach | Cold,Active,3) Project Evaluation,,"Friday, 29 January 2021"," 5,000.00 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44197,Forecast,Revenue,#REF!,  ,"Friday, 29 January 2021",> 2020,,2021-Q1,"50,000 €",0 €,1,0 €,3,1 - Revenue,ARR,5000,,Forecast,Unhide,2021-47,Euros,€,2021-01-29,2021-11-22
371,OPID371,CPY825878,Bauerfeind,Hyperganic Insole,15 Nov 2021,Insole,Abhishek Parekh,Outreach | Cold,Active,2) First Contact,,"Thursday, 31 March 2022"," 20,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 5,000.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","30,000 €",13,"2,308 €",2,1 - Revenue,ARR,20000,,Forecast,Unhide,2021-46,Euros,€,2022-03-31,2021-11-15
372,OPID372,CPY8255080,Trek Bicycle Corporation,Saddles,10 Nov 2021,Saddles,Abhishek Parekh,Outreach | Cold,Active,2) First Contact,,"Monday, 30 May 2022"," 20,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 5,000.00 € ",25%-50%,44682,Forecast,Revenue,#REF!,  ,"Monday, 30 May 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",2,1 - Revenue,ARR,20000,,Forecast,Unhide,2021-45,Euros,€,2022-05-30,2021-11-10
373,OPID373,CPY8255785,OIM Orthopedie,Hyperganic Insole,01 Nov 2021,Insole,Abhishek Parekh,Outreach | Cold,Active,2) First Contact,,"Thursday, 30 June 2022"," 10,000.00 € ", ARR ,,,,,,,,,20%,#REF!,#REF!,," 2,000.00 € ",<25%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",2,1 - Revenue,ARR,10000,,Forecast,Unhide,2021-44,Euros,€,2022-06-30,2021-11-01
374,OPID374,CPY8255316,Ergotec,Saddles,01 Nov 2021,Saddles,Abhishek Parekh,Outreach | Cold,Active,2) First Contact,,"Thursday, 30 June 2022"," 15,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-44,Euros,€,2022-06-30,2021-11-01
375,OPID375,CPY8256079,Velometrik GmbH,Saddles,10 Nov 2021,Saddles,Abhishek Parekh,Outreach | Cold,Active,2) First Contact,,"Thursday, 30 June 2022"," 10,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 2,500.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",2,1 - Revenue,ARR,10000,,Forecast,Unhide,2021-45,Euros,€,2022-06-30,2021-11-10
376,OPID376,CPY8255973,Accell Group,Saddles,10 Nov 2021,Saddles,Abhishek Parekh,Outreach | Cold,Active,2) First Contact,,"Thursday, 30 June 2022"," 15,000.00 € ", ARR ,,,,,,,,,25%,#REF!,#REF!,," 3,750.00 € ",25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","45,000 €",14,"3,214 €",2,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-45,Euros,€,2022-06-30,2021-11-10
377,OPID377,CPY8255979,Shenzhen Kokolu Electronic Commerce Co. LTD,Hyperganic lattice,30 Aug 2020,Footwear,Yiyi Lin,Inbound | Partner,Active,3) Project Evaluation,L) waiting for business case,"Thursday, 31 March 2022"," 10,000.00 € ", ARR ,,,2,1,3,1,1,0,40%,#REF!,#REF!,," 4,000.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","10,000 €",11,909 €,3,1 - Revenue,ARR,10000,,Forecast,Unhide,2020-35,Euros,€,2022-03-31,2020-08-30
378,OPID378,CPY8254924,TPM3D (A Stratasys Company),Hyperganic Lattice,01 Sep 2021,Insole,Yiyi Lin,Inbound | Partner,Active,4) Project Definition,,"Thursday, 31 March 2022"," 15,000.00 € ", ARR ,,,4,1,3,1,1,4,70%,#REF!,#REF!,," 10,500.00 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","10,000 €",11,909 €,4,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-35,Euros,€,2022-03-31,2021-09-01
379,OPID379,CPY8256084,Orfin high-tech international ltd,Hyperganic emboss and lattice,30 Sep 2021,Footwear,Yiyi Lin,Inbound | Partner,Active,3) Project Evaluation,,"Thursday, 31 March 2022"," 20,000.00 € ", ARR ,,,,,3,1,1,2,35%,#REF!,#REF!,," 7,000.00 € ",25%-50%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","10,000 €",11,909 €,3,1 - Revenue,ARR,20000,,Forecast,Unhide,2021-39,Euros,€,2022-03-31,2021-09-30
380,OPID380,CPY8256102,FMNII INC,Hyperganic Emboss & Lattice,31 Dec 2021,Footwear,Yiyi Lin,Outreach | Cold,Active,3) Project Evaluation,,"Thursday, 30 June 2022"," 15,000.00 € ", ARR ,,,2,1,3,1,1,2,50%,#REF!,#REF!,," 7,500.00 € ",50%-75%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",3,1 - Revenue,ARR,15000,,Forecast,Unhide,2021-52,Euros,€,2022-06-30,2021-12-31
381,OPID381,CPY8256101,JV INTERNATIONAL srl,Hyperganic Emboss & Lattice,10 Oct 2021,Footwear,Sherman Lim,Outreach | Cold,Active,3) Project Evaluation,,"Tuesday, 28 June 2022"," 14,000.00 € ", ARR ,,,2,1,3,1,1,2,50%,#REF!,#REF!,," 7,000.00 € ",50%-75%,44713,Forecast,Revenue,#REF!,  ,"Tuesday, 28 June 2022",> 2020,,2022-Q2,"300,000 €","30,000 €",21,"1,429 €",3,1 - Revenue,ARR,14000,,Forecast,Unhide,2021-40,Euros,€,2022-06-28,2021-10-10
382,OPID382,CPY8256054,Linkthat Ltd.,Hyperganic Emboss & Lattice,10 Oct 2021,Footwear,Sherman Lim,Outreach | Cold,Paused,3) Project Evaluation,,"Thursday, 31 March 2022"," 26,755.00 € ", ARR ,,,3,3,3,1,1,2,65%,#REF!,#REF!,," 17,390.75 € ",50%-75%,44621,Forecast,Revenue,#REF!,  ,"Thursday, 31 March 2022",> 2020,,2022-Q1,"200,000 €","20,000 €",9,"2,222 €",3,1 - Revenue,ARR,26755,,Forecast,Unhide,2021-40,Euros,€,2022-03-31,2021-10-10
